user_id,user_command,gold_sql
user_4,Сколько я потратил на зарплата за последние 30 дней?,"SELECT SUM(amount) FROM transactions
WHERE user_id = 'user_4' AND type = 'expense' AND category = 'зарплата' AND date >= date('now', '-30 days');"
user_4,Покажи мои траты на подарок между '2024-03-01' и '2024-03-31',"SELECT * FROM transactions
WHERE user_id = 'user_4' AND type = 'expense' AND category = 'подарок' AND date BETWEEN '2024-03-01' AND '2024-03-31';"
user_5,Какова средняя сумма моих трат на одежда за последние 30 дней?,"SELECT AVG(amount) FROM transactions
WHERE user_id = 'user_5' AND type = 'expense' AND category = 'одежда' AND date >= date('now', '-30 days');"
user_5,Добавь трату 64446 рублей на транспорт 7 дней назад,"INSERT INTO transactions (user_id, type, category, amount, date)
VALUES ('user_5', 'expense', 'транспорт', 64446, date('now', '-7 day'));"
user_1,Покажи мои траты на транспорт между '2024-03-01' и '2024-03-31',"SELECT * FROM transactions
WHERE user_id = 'user_1' AND type = 'expense' AND category = 'транспорт' AND date BETWEEN '2024-03-01' AND '2024-03-31';"
user_1,Добавь трату 58919 рублей на медицина 30 дней назад,"INSERT INTO transactions (user_id, type, category, amount, date)
VALUES ('user_1', 'expense', 'медицина', 58919, date('now', '-30 day'));"
user_5,Сколько я потратил на продукты за последние 1 дней?,"SELECT SUM(amount) FROM transactions
WHERE user_id = 'user_5' AND type = 'expense' AND category = 'продукты' AND date >= date('now', '-1 days');"
user_5,Удалите мои последние траты на фриланс,"DELETE FROM transactions
WHERE user_id = 'user_5' AND type = 'expense' AND category = 'фриланс'
AND date = (SELECT MAX(date) FROM transactions WHERE user_id = 'user_5' AND category = 'фриланс' AND type = 'expense');"
user_4,Сколько я потратил на медицина за последние 1 дней?,"SELECT SUM(amount) FROM transactions
WHERE user_id = 'user_4' AND type = 'expense' AND category = 'медицина' AND date >= date('now', '-1 days');"
user_2,Сколько я потратил на продукты за последние 7 дней?,"SELECT SUM(amount) FROM transactions
WHERE user_id = 'user_2' AND type = 'expense' AND category = 'продукты' AND date >= date('now', '-7 days');"
user_5,Добавь трату 43496 рублей на еда 1 дней назад,"INSERT INTO transactions (user_id, type, category, amount, date)
VALUES ('user_5', 'expense', 'еда', 43496, date('now', '-1 day'));"
user_4,Покажи мои расходы по категориям за последние 3 дней,"SELECT category, SUM(amount) FROM transactions
WHERE user_id = 'user_4' AND type = 'expense' AND date >= date('now', '-3 days')
GROUP BY category;"
user_1,Покажи мои расходы по категориям за последние 1 дней,"SELECT category, SUM(amount) FROM transactions
WHERE user_id = 'user_1' AND type = 'expense' AND date >= date('now', '-1 days')
GROUP BY category;"
user_3,Покажи мои траты на подарок между '2024-02-01' и '2024-03-31',"SELECT * FROM transactions
WHERE user_id = 'user_3' AND type = 'expense' AND category = 'подарок' AND date BETWEEN '2024-02-01' AND '2024-03-31';"
user_4,Покажи мои траты на продукты между '2024-03-01' и '2024-02-28',"SELECT * FROM transactions
WHERE user_id = 'user_4' AND type = 'expense' AND category = 'продукты' AND date BETWEEN '2024-03-01' AND '2024-02-28';"
user_3,Удалите мои последние траты на фриланс,"DELETE FROM transactions
WHERE user_id = 'user_3' AND type = 'expense' AND category = 'фриланс'
AND date = (SELECT MAX(date) FROM transactions WHERE user_id = 'user_3' AND category = 'фриланс' AND type = 'expense');"
user_3,Покажи мои траты на медицина между '2024-02-01' и '2024-01-31',"SELECT * FROM transactions
WHERE user_id = 'user_3' AND type = 'expense' AND category = 'медицина' AND date BETWEEN '2024-02-01' AND '2024-01-31';"
user_4,Добавь трату 88261 рублей на транспорт 30 дней назад,"INSERT INTO transactions (user_id, type, category, amount, date)
VALUES ('user_4', 'expense', 'транспорт', 88261, date('now', '-30 day'));"
user_1,Покажи мои траты на транспорт между '2024-01-01' и '2024-02-28',"SELECT * FROM transactions
WHERE user_id = 'user_1' AND type = 'expense' AND category = 'транспорт' AND date BETWEEN '2024-01-01' AND '2024-02-28';"
user_1,Удалите мои последние траты на развлечения,"DELETE FROM transactions
WHERE user_id = 'user_1' AND type = 'expense' AND category = 'развлечения'
AND date = (SELECT MAX(date) FROM transactions WHERE user_id = 'user_1' AND category = 'развлечения' AND type = 'expense');"
user_5,Удалите мои последние траты на еда,"DELETE FROM transactions
WHERE user_id = 'user_5' AND type = 'expense' AND category = 'еда'
AND date = (SELECT MAX(date) FROM transactions WHERE user_id = 'user_5' AND category = 'еда' AND type = 'expense');"
user_4,Добавь трату 84956 рублей на медицина 3 дней назад,"INSERT INTO transactions (user_id, type, category, amount, date)
VALUES ('user_4', 'expense', 'медицина', 84956, date('now', '-3 day'));"
user_1,Удалите мои последние траты на одежда,"DELETE FROM transactions
WHERE user_id = 'user_1' AND type = 'expense' AND category = 'одежда'
AND date = (SELECT MAX(date) FROM transactions WHERE user_id = 'user_1' AND category = 'одежда' AND type = 'expense');"
user_3,Покажи мои траты на еда между '2024-02-01' и '2024-03-31',"SELECT * FROM transactions
WHERE user_id = 'user_3' AND type = 'expense' AND category = 'еда' AND date BETWEEN '2024-02-01' AND '2024-03-31';"
user_1,Покажи мои расходы по категориям за последние 7 дней,"SELECT category, SUM(amount) FROM transactions
WHERE user_id = 'user_1' AND type = 'expense' AND date >= date('now', '-7 days')
GROUP BY category;"
user_2,Удалите мои последние траты на одежда,"DELETE FROM transactions
WHERE user_id = 'user_2' AND type = 'expense' AND category = 'одежда'
AND date = (SELECT MAX(date) FROM transactions WHERE user_id = 'user_2' AND category = 'одежда' AND type = 'expense');"
user_1,Какова средняя сумма моих трат на развлечения за последние 30 дней?,"SELECT AVG(amount) FROM transactions
WHERE user_id = 'user_1' AND type = 'expense' AND category = 'развлечения' AND date >= date('now', '-30 days');"
user_5,Покажи мои расходы по категориям за последние 3 дней,"SELECT category, SUM(amount) FROM transactions
WHERE user_id = 'user_5' AND type = 'expense' AND date >= date('now', '-3 days')
GROUP BY category;"
user_4,Какова средняя сумма моих трат на транспорт за последние 1 дней?,"SELECT AVG(amount) FROM transactions
WHERE user_id = 'user_4' AND type = 'expense' AND category = 'транспорт' AND date >= date('now', '-1 days');"
user_4,Удалите мои последние траты на еда,"DELETE FROM transactions
WHERE user_id = 'user_4' AND type = 'expense' AND category = 'еда'
AND date = (SELECT MAX(date) FROM transactions WHERE user_id = 'user_4' AND category = 'еда' AND type = 'expense');"
user_1,Удалите мои последние траты на зарплата,"DELETE FROM transactions
WHERE user_id = 'user_1' AND type = 'expense' AND category = 'зарплата'
AND date = (SELECT MAX(date) FROM transactions WHERE user_id = 'user_1' AND category = 'зарплата' AND type = 'expense');"
user_3,Покажи мои расходы по категориям за последние 30 дней,"SELECT category, SUM(amount) FROM transactions
WHERE user_id = 'user_3' AND type = 'expense' AND date >= date('now', '-30 days')
GROUP BY category;"
user_1,Покажи мои траты на зарплата между '2024-02-01' и '2024-02-28',"SELECT * FROM transactions
WHERE user_id = 'user_1' AND type = 'expense' AND category = 'зарплата' AND date BETWEEN '2024-02-01' AND '2024-02-28';"
user_3,Сколько я потратил на зарплата за последние 1 дней?,"SELECT SUM(amount) FROM transactions
WHERE user_id = 'user_3' AND type = 'expense' AND category = 'зарплата' AND date >= date('now', '-1 days');"
user_5,Покажи мои траты на развлечения между '2024-01-01' и '2024-02-28',"SELECT * FROM transactions
WHERE user_id = 'user_5' AND type = 'expense' AND category = 'развлечения' AND date BETWEEN '2024-01-01' AND '2024-02-28';"
user_3,Удалите мои последние траты на медицина,"DELETE FROM transactions
WHERE user_id = 'user_3' AND type = 'expense' AND category = 'медицина'
AND date = (SELECT MAX(date) FROM transactions WHERE user_id = 'user_3' AND category = 'медицина' AND type = 'expense');"
user_5,Покажи мои траты на транспорт между '2024-03-01' и '2024-01-31',"SELECT * FROM transactions
WHERE user_id = 'user_5' AND type = 'expense' AND category = 'транспорт' AND date BETWEEN '2024-03-01' AND '2024-01-31';"
user_3,Удалите мои последние траты на подарок,"DELETE FROM transactions
WHERE user_id = 'user_3' AND type = 'expense' AND category = 'подарок'
AND date = (SELECT MAX(date) FROM transactions WHERE user_id = 'user_3' AND category = 'подарок' AND type = 'expense');"
user_5,Удалите мои последние траты на одежда,"DELETE FROM transactions
WHERE user_id = 'user_5' AND type = 'expense' AND category = 'одежда'
AND date = (SELECT MAX(date) FROM transactions WHERE user_id = 'user_5' AND category = 'одежда' AND type = 'expense');"
user_5,Покажи мои расходы по категориям за последние 7 дней,"SELECT category, SUM(amount) FROM transactions
WHERE user_id = 'user_5' AND type = 'expense' AND date >= date('now', '-7 days')
GROUP BY category;"
user_1,Покажи мои расходы по категориям за последние 3 дней,"SELECT category, SUM(amount) FROM transactions
WHERE user_id = 'user_1' AND type = 'expense' AND date >= date('now', '-3 days')
GROUP BY category;"
user_5,Сколько я потратил на фриланс за последние 30 дней?,"SELECT SUM(amount) FROM transactions
WHERE user_id = 'user_5' AND type = 'expense' AND category = 'фриланс' AND date >= date('now', '-30 days');"
user_3,Покажи мои траты на одежда между '2024-03-01' и '2024-03-31',"SELECT * FROM transactions
WHERE user_id = 'user_3' AND type = 'expense' AND category = 'одежда' AND date BETWEEN '2024-03-01' AND '2024-03-31';"
user_5,Сколько я потратил на подарок за последние 3 дней?,"SELECT SUM(amount) FROM transactions
WHERE user_id = 'user_5' AND type = 'expense' AND category = 'подарок' AND date >= date('now', '-3 days');"
user_4,Добавь трату 96405 рублей на медицина 1 дней назад,"INSERT INTO transactions (user_id, type, category, amount, date)
VALUES ('user_4', 'expense', 'медицина', 96405, date('now', '-1 day'));"
user_2,Покажи мои траты на зарплата между '2024-03-01' и '2024-01-31',"SELECT * FROM transactions
WHERE user_id = 'user_2' AND type = 'expense' AND category = 'зарплата' AND date BETWEEN '2024-03-01' AND '2024-01-31';"
user_1,Удалите мои последние траты на еда,"DELETE FROM transactions
WHERE user_id = 'user_1' AND type = 'expense' AND category = 'еда'
AND date = (SELECT MAX(date) FROM transactions WHERE user_id = 'user_1' AND category = 'еда' AND type = 'expense');"
user_4,Сколько я потратил на продукты за последние 3 дней?,"SELECT SUM(amount) FROM transactions
WHERE user_id = 'user_4' AND type = 'expense' AND category = 'продукты' AND date >= date('now', '-3 days');"
user_1,Покажи мои траты на развлечения между '2024-02-01' и '2024-03-31',"SELECT * FROM transactions
WHERE user_id = 'user_1' AND type = 'expense' AND category = 'развлечения' AND date BETWEEN '2024-02-01' AND '2024-03-31';"
user_3,Удалите мои последние траты на еда,"DELETE FROM transactions
WHERE user_id = 'user_3' AND type = 'expense' AND category = 'еда'
AND date = (SELECT MAX(date) FROM transactions WHERE user_id = 'user_3' AND category = 'еда' AND type = 'expense');"
user_3,Покажи мои траты на зарплата между '2024-01-01' и '2024-03-31',"SELECT * FROM transactions
WHERE user_id = 'user_3' AND type = 'expense' AND category = 'зарплата' AND date BETWEEN '2024-01-01' AND '2024-03-31';"
user_2,Покажи мои траты на развлечения между '2024-01-01' и '2024-01-31',"SELECT * FROM transactions
WHERE user_id = 'user_2' AND type = 'expense' AND category = 'развлечения' AND date BETWEEN '2024-01-01' AND '2024-01-31';"
user_3,Покажи мои расходы по категориям за последние 3 дней,"SELECT category, SUM(amount) FROM transactions
WHERE user_id = 'user_3' AND type = 'expense' AND date >= date('now', '-3 days')
GROUP BY category;"
user_3,Покажи мои траты на продукты между '2024-03-01' и '2024-02-28',"SELECT * FROM transactions
WHERE user_id = 'user_3' AND type = 'expense' AND category = 'продукты' AND date BETWEEN '2024-03-01' AND '2024-02-28';"
user_4,Какова средняя сумма моих трат на транспорт за последние 30 дней?,"SELECT AVG(amount) FROM transactions
WHERE user_id = 'user_4' AND type = 'expense' AND category = 'транспорт' AND date >= date('now', '-30 days');"
user_4,Сколько я потратил на еда за последние 3 дней?,"SELECT SUM(amount) FROM transactions
WHERE user_id = 'user_4' AND type = 'expense' AND category = 'еда' AND date >= date('now', '-3 days');"
user_4,Покажи мои траты на медицина между '2024-02-01' и '2024-01-31',"SELECT * FROM transactions
WHERE user_id = 'user_4' AND type = 'expense' AND category = 'медицина' AND date BETWEEN '2024-02-01' AND '2024-01-31';"
user_3,Сколько я потратил на транспорт за последние 1 дней?,"SELECT SUM(amount) FROM transactions
WHERE user_id = 'user_3' AND type = 'expense' AND category = 'транспорт' AND date >= date('now', '-1 days');"
user_2,Покажи мои расходы по категориям за последние 3 дней,"SELECT category, SUM(amount) FROM transactions
WHERE user_id = 'user_2' AND type = 'expense' AND date >= date('now', '-3 days')
GROUP BY category;"
user_5,Какова средняя сумма моих трат на транспорт за последние 3 дней?,"SELECT AVG(amount) FROM transactions
WHERE user_id = 'user_5' AND type = 'expense' AND category = 'транспорт' AND date >= date('now', '-3 days');"
user_4,Удалите мои последние траты на продукты,"DELETE FROM transactions
WHERE user_id = 'user_4' AND type = 'expense' AND category = 'продукты'
AND date = (SELECT MAX(date) FROM transactions WHERE user_id = 'user_4' AND category = 'продукты' AND type = 'expense');"
user_1,Какова средняя сумма моих трат на продукты за последние 7 дней?,"SELECT AVG(amount) FROM transactions
WHERE user_id = 'user_1' AND type = 'expense' AND category = 'продукты' AND date >= date('now', '-7 days');"
user_1,Покажи мои расходы по категориям за последние 30 дней,"SELECT category, SUM(amount) FROM transactions
WHERE user_id = 'user_1' AND type = 'expense' AND date >= date('now', '-30 days')
GROUP BY category;"
user_2,Покажи мои расходы по категориям за последние 3 дней,"SELECT category, SUM(amount) FROM transactions
WHERE user_id = 'user_2' AND type = 'expense' AND date >= date('now', '-3 days')
GROUP BY category;"
user_1,Удалите мои последние траты на зарплата,"DELETE FROM transactions
WHERE user_id = 'user_1' AND type = 'expense' AND category = 'зарплата'
AND date = (SELECT MAX(date) FROM transactions WHERE user_id = 'user_1' AND category = 'зарплата' AND type = 'expense');"
user_5,Какова средняя сумма моих трат на зарплата за последние 3 дней?,"SELECT AVG(amount) FROM transactions
WHERE user_id = 'user_5' AND type = 'expense' AND category = 'зарплата' AND date >= date('now', '-3 days');"
user_2,Покажи мои траты на зарплата между '2024-02-01' и '2024-02-28',"SELECT * FROM transactions
WHERE user_id = 'user_2' AND type = 'expense' AND category = 'зарплата' AND date BETWEEN '2024-02-01' AND '2024-02-28';"
user_5,Покажи мои траты на развлечения между '2024-01-01' и '2024-02-28',"SELECT * FROM transactions
WHERE user_id = 'user_5' AND type = 'expense' AND category = 'развлечения' AND date BETWEEN '2024-01-01' AND '2024-02-28';"
user_4,Сколько я потратил на фриланс за последние 1 дней?,"SELECT SUM(amount) FROM transactions
WHERE user_id = 'user_4' AND type = 'expense' AND category = 'фриланс' AND date >= date('now', '-1 days');"
user_5,Какова средняя сумма моих трат на одежда за последние 7 дней?,"SELECT AVG(amount) FROM transactions
WHERE user_id = 'user_5' AND type = 'expense' AND category = 'одежда' AND date >= date('now', '-7 days');"
user_3,Покажи мои траты на еда между '2024-02-01' и '2024-01-31',"SELECT * FROM transactions
WHERE user_id = 'user_3' AND type = 'expense' AND category = 'еда' AND date BETWEEN '2024-02-01' AND '2024-01-31';"
user_4,Добавь трату 59111 рублей на фриланс 3 дней назад,"INSERT INTO transactions (user_id, type, category, amount, date)
VALUES ('user_4', 'expense', 'фриланс', 59111, date('now', '-3 day'));"
user_2,Покажи мои расходы по категориям за последние 7 дней,"SELECT category, SUM(amount) FROM transactions
WHERE user_id = 'user_2' AND type = 'expense' AND date >= date('now', '-7 days')
GROUP BY category;"
user_5,Добавь трату 19452 рублей на подарок 1 дней назад,"INSERT INTO transactions (user_id, type, category, amount, date)
VALUES ('user_5', 'expense', 'подарок', 19452, date('now', '-1 day'));"
user_5,Покажи мои траты на транспорт между '2024-02-01' и '2024-01-31',"SELECT * FROM transactions
WHERE user_id = 'user_5' AND type = 'expense' AND category = 'транспорт' AND date BETWEEN '2024-02-01' AND '2024-01-31';"
user_4,Покажи мои расходы по категориям за последние 3 дней,"SELECT category, SUM(amount) FROM transactions
WHERE user_id = 'user_4' AND type = 'expense' AND date >= date('now', '-3 days')
GROUP BY category;"
user_3,Добавь трату 71794 рублей на медицина 3 дней назад,"INSERT INTO transactions (user_id, type, category, amount, date)
VALUES ('user_3', 'expense', 'медицина', 71794, date('now', '-3 day'));"
user_2,Покажи мои расходы по категориям за последние 7 дней,"SELECT category, SUM(amount) FROM transactions
WHERE user_id = 'user_2' AND type = 'expense' AND date >= date('now', '-7 days')
GROUP BY category;"
user_3,Добавь трату 30543 рублей на одежда 7 дней назад,"INSERT INTO transactions (user_id, type, category, amount, date)
VALUES ('user_3', 'expense', 'одежда', 30543, date('now', '-7 day'));"
user_4,Какова средняя сумма моих трат на подарок за последние 1 дней?,"SELECT AVG(amount) FROM transactions
WHERE user_id = 'user_4' AND type = 'expense' AND category = 'подарок' AND date >= date('now', '-1 days');"
user_5,Добавь трату 5254 рублей на подарок 7 дней назад,"INSERT INTO transactions (user_id, type, category, amount, date)
VALUES ('user_5', 'expense', 'подарок', 5254, date('now', '-7 day'));"
user_4,Покажи мои траты на фриланс между '2024-02-01' и '2024-01-31',"SELECT * FROM transactions
WHERE user_id = 'user_4' AND type = 'expense' AND category = 'фриланс' AND date BETWEEN '2024-02-01' AND '2024-01-31';"
user_3,Какова средняя сумма моих трат на продукты за последние 1 дней?,"SELECT AVG(amount) FROM transactions
WHERE user_id = 'user_3' AND type = 'expense' AND category = 'продукты' AND date >= date('now', '-1 days');"
user_1,Удалите мои последние траты на продукты,"DELETE FROM transactions
WHERE user_id = 'user_1' AND type = 'expense' AND category = 'продукты'
AND date = (SELECT MAX(date) FROM transactions WHERE user_id = 'user_1' AND category = 'продукты' AND type = 'expense');"
user_4,Добавь трату 73387 рублей на медицина 1 дней назад,"INSERT INTO transactions (user_id, type, category, amount, date)
VALUES ('user_4', 'expense', 'медицина', 73387, date('now', '-1 day'));"
user_4,Удалите мои последние траты на развлечения,"DELETE FROM transactions
WHERE user_id = 'user_4' AND type = 'expense' AND category = 'развлечения'
AND date = (SELECT MAX(date) FROM transactions WHERE user_id = 'user_4' AND category = 'развлечения' AND type = 'expense');"
user_3,Покажи мои траты на медицина между '2024-02-01' и '2024-01-31',"SELECT * FROM transactions
WHERE user_id = 'user_3' AND type = 'expense' AND category = 'медицина' AND date BETWEEN '2024-02-01' AND '2024-01-31';"
user_4,Сколько я потратил на одежда за последние 30 дней?,"SELECT SUM(amount) FROM transactions
WHERE user_id = 'user_4' AND type = 'expense' AND category = 'одежда' AND date >= date('now', '-30 days');"
user_1,Покажи мои расходы по категориям за последние 1 дней,"SELECT category, SUM(amount) FROM transactions
WHERE user_id = 'user_1' AND type = 'expense' AND date >= date('now', '-1 days')
GROUP BY category;"
user_3,Какова средняя сумма моих трат на зарплата за последние 1 дней?,"SELECT AVG(amount) FROM transactions
WHERE user_id = 'user_3' AND type = 'expense' AND category = 'зарплата' AND date >= date('now', '-1 days');"
user_2,Покажи мои траты на одежда между '2024-01-01' и '2024-03-31',"SELECT * FROM transactions
WHERE user_id = 'user_2' AND type = 'expense' AND category = 'одежда' AND date BETWEEN '2024-01-01' AND '2024-03-31';"
user_5,Сколько я потратил на фриланс за последние 1 дней?,"SELECT SUM(amount) FROM transactions
WHERE user_id = 'user_5' AND type = 'expense' AND category = 'фриланс' AND date >= date('now', '-1 days');"
user_3,Какова средняя сумма моих трат на зарплата за последние 1 дней?,"SELECT AVG(amount) FROM transactions
WHERE user_id = 'user_3' AND type = 'expense' AND category = 'зарплата' AND date >= date('now', '-1 days');"
user_4,Покажи мои расходы по категориям за последние 3 дней,"SELECT category, SUM(amount) FROM transactions
WHERE user_id = 'user_4' AND type = 'expense' AND date >= date('now', '-3 days')
GROUP BY category;"
user_2,Какова средняя сумма моих трат на развлечения за последние 7 дней?,"SELECT AVG(amount) FROM transactions
WHERE user_id = 'user_2' AND type = 'expense' AND category = 'развлечения' AND date >= date('now', '-7 days');"
user_2,Покажи мои траты на зарплата между '2024-03-01' и '2024-03-31',"SELECT * FROM transactions
WHERE user_id = 'user_2' AND type = 'expense' AND category = 'зарплата' AND date BETWEEN '2024-03-01' AND '2024-03-31';"
user_5,Сколько я потратил на продукты за последние 7 дней?,"SELECT SUM(amount) FROM transactions
WHERE user_id = 'user_5' AND type = 'expense' AND category = 'продукты' AND date >= date('now', '-7 days');"
user_1,Добавь трату 70363 рублей на одежда 1 дней назад,"INSERT INTO transactions (user_id, type, category, amount, date)
VALUES ('user_1', 'expense', 'одежда', 70363, date('now', '-1 day'));"
user_1,Покажи мои траты на одежда между '2024-03-01' и '2024-03-31',"SELECT * FROM transactions
WHERE user_id = 'user_1' AND type = 'expense' AND category = 'одежда' AND date BETWEEN '2024-03-01' AND '2024-03-31';"
user_3,Добавь трату 13380 рублей на медицина 1 дней назад,"INSERT INTO transactions (user_id, type, category, amount, date)
VALUES ('user_3', 'expense', 'медицина', 13380, date('now', '-1 day'));"
user_1,Покажи мои траты на медицина между '2024-03-01' и '2024-02-28',"SELECT * FROM transactions
WHERE user_id = 'user_1' AND type = 'expense' AND category = 'медицина' AND date BETWEEN '2024-03-01' AND '2024-02-28';"
user_2,Покажи мои траты на медицина между '2024-02-01' и '2024-03-31',"SELECT * FROM transactions
WHERE user_id = 'user_2' AND type = 'expense' AND category = 'медицина' AND date BETWEEN '2024-02-01' AND '2024-03-31';"
user_2,Покажи мои траты на развлечения между '2024-02-01' и '2024-03-31',"SELECT * FROM transactions
WHERE user_id = 'user_2' AND type = 'expense' AND category = 'развлечения' AND date BETWEEN '2024-02-01' AND '2024-03-31';"
user_2,Сколько я потратил на подарок за последние 3 дней?,"SELECT SUM(amount) FROM transactions
WHERE user_id = 'user_2' AND type = 'expense' AND category = 'подарок' AND date >= date('now', '-3 days');"
user_3,Сколько я потратил на еда за последние 3 дней?,"SELECT SUM(amount) FROM transactions
WHERE user_id = 'user_3' AND type = 'expense' AND category = 'еда' AND date >= date('now', '-3 days');"
user_1,Покажи мои траты на зарплата между '2024-01-01' и '2024-01-31',"SELECT * FROM transactions
WHERE user_id = 'user_1' AND type = 'expense' AND category = 'зарплата' AND date BETWEEN '2024-01-01' AND '2024-01-31';"
user_3,Сколько я потратил на развлечения за последние 7 дней?,"SELECT SUM(amount) FROM transactions
WHERE user_id = 'user_3' AND type = 'expense' AND category = 'развлечения' AND date >= date('now', '-7 days');"
user_1,Покажи мои траты на фриланс между '2024-03-01' и '2024-01-31',"SELECT * FROM transactions
WHERE user_id = 'user_1' AND type = 'expense' AND category = 'фриланс' AND date BETWEEN '2024-03-01' AND '2024-01-31';"
user_1,Удалите мои последние траты на зарплата,"DELETE FROM transactions
WHERE user_id = 'user_1' AND type = 'expense' AND category = 'зарплата'
AND date = (SELECT MAX(date) FROM transactions WHERE user_id = 'user_1' AND category = 'зарплата' AND type = 'expense');"
user_1,Сколько я потратил на продукты за последние 7 дней?,"SELECT SUM(amount) FROM transactions
WHERE user_id = 'user_1' AND type = 'expense' AND category = 'продукты' AND date >= date('now', '-7 days');"
user_3,Покажи мои расходы по категориям за последние 1 дней,"SELECT category, SUM(amount) FROM transactions
WHERE user_id = 'user_3' AND type = 'expense' AND date >= date('now', '-1 days')
GROUP BY category;"
user_2,Удалите мои последние траты на транспорт,"DELETE FROM transactions
WHERE user_id = 'user_2' AND type = 'expense' AND category = 'транспорт'
AND date = (SELECT MAX(date) FROM transactions WHERE user_id = 'user_2' AND category = 'транспорт' AND type = 'expense');"
user_2,Добавь трату 65515 рублей на развлечения 7 дней назад,"INSERT INTO transactions (user_id, type, category, amount, date)
VALUES ('user_2', 'expense', 'развлечения', 65515, date('now', '-7 day'));"
user_5,Покажи мои расходы по категориям за последние 30 дней,"SELECT category, SUM(amount) FROM transactions
WHERE user_id = 'user_5' AND type = 'expense' AND date >= date('now', '-30 days')
GROUP BY category;"
user_1,Добавь трату 74036 рублей на подарок 1 дней назад,"INSERT INTO transactions (user_id, type, category, amount, date)
VALUES ('user_1', 'expense', 'подарок', 74036, date('now', '-1 day'));"
user_4,Добавь трату 84504 рублей на развлечения 3 дней назад,"INSERT INTO transactions (user_id, type, category, amount, date)
VALUES ('user_4', 'expense', 'развлечения', 84504, date('now', '-3 day'));"
user_4,Удалите мои последние траты на медицина,"DELETE FROM transactions
WHERE user_id = 'user_4' AND type = 'expense' AND category = 'медицина'
AND date = (SELECT MAX(date) FROM transactions WHERE user_id = 'user_4' AND category = 'медицина' AND type = 'expense');"
user_5,Какова средняя сумма моих трат на развлечения за последние 7 дней?,"SELECT AVG(amount) FROM transactions
WHERE user_id = 'user_5' AND type = 'expense' AND category = 'развлечения' AND date >= date('now', '-7 days');"
user_5,Покажи мои расходы по категориям за последние 7 дней,"SELECT category, SUM(amount) FROM transactions
WHERE user_id = 'user_5' AND type = 'expense' AND date >= date('now', '-7 days')
GROUP BY category;"
user_4,Добавь трату 79510 рублей на фриланс 3 дней назад,"INSERT INTO transactions (user_id, type, category, amount, date)
VALUES ('user_4', 'expense', 'фриланс', 79510, date('now', '-3 day'));"
user_3,Сколько я потратил на одежда за последние 1 дней?,"SELECT SUM(amount) FROM transactions
WHERE user_id = 'user_3' AND type = 'expense' AND category = 'одежда' AND date >= date('now', '-1 days');"
user_2,Добавь трату 93098 рублей на транспорт 1 дней назад,"INSERT INTO transactions (user_id, type, category, amount, date)
VALUES ('user_2', 'expense', 'транспорт', 93098, date('now', '-1 day'));"
user_2,Покажи мои расходы по категориям за последние 30 дней,"SELECT category, SUM(amount) FROM transactions
WHERE user_id = 'user_2' AND type = 'expense' AND date >= date('now', '-30 days')
GROUP BY category;"
user_4,Добавь трату 85109 рублей на транспорт 7 дней назад,"INSERT INTO transactions (user_id, type, category, amount, date)
VALUES ('user_4', 'expense', 'транспорт', 85109, date('now', '-7 day'));"
user_1,Какова средняя сумма моих трат на подарок за последние 30 дней?,"SELECT AVG(amount) FROM transactions
WHERE user_id = 'user_1' AND type = 'expense' AND category = 'подарок' AND date >= date('now', '-30 days');"
user_1,Удалите мои последние траты на продукты,"DELETE FROM transactions
WHERE user_id = 'user_1' AND type = 'expense' AND category = 'продукты'
AND date = (SELECT MAX(date) FROM transactions WHERE user_id = 'user_1' AND category = 'продукты' AND type = 'expense');"
user_1,Покажи мои траты на фриланс между '2024-03-01' и '2024-02-28',"SELECT * FROM transactions
WHERE user_id = 'user_1' AND type = 'expense' AND category = 'фриланс' AND date BETWEEN '2024-03-01' AND '2024-02-28';"
user_5,Добавь трату 60524 рублей на транспорт 30 дней назад,"INSERT INTO transactions (user_id, type, category, amount, date)
VALUES ('user_5', 'expense', 'транспорт', 60524, date('now', '-30 day'));"
user_4,Покажи мои расходы по категориям за последние 3 дней,"SELECT category, SUM(amount) FROM transactions
WHERE user_id = 'user_4' AND type = 'expense' AND date >= date('now', '-3 days')
GROUP BY category;"
user_3,Сколько я потратил на зарплата за последние 1 дней?,"SELECT SUM(amount) FROM transactions
WHERE user_id = 'user_3' AND type = 'expense' AND category = 'зарплата' AND date >= date('now', '-1 days');"
user_4,Какова средняя сумма моих трат на еда за последние 7 дней?,"SELECT AVG(amount) FROM transactions
WHERE user_id = 'user_4' AND type = 'expense' AND category = 'еда' AND date >= date('now', '-7 days');"
user_4,Добавь трату 79935 рублей на транспорт 7 дней назад,"INSERT INTO transactions (user_id, type, category, amount, date)
VALUES ('user_4', 'expense', 'транспорт', 79935, date('now', '-7 day'));"
user_2,Покажи мои траты на фриланс между '2024-01-01' и '2024-02-28',"SELECT * FROM transactions
WHERE user_id = 'user_2' AND type = 'expense' AND category = 'фриланс' AND date BETWEEN '2024-01-01' AND '2024-02-28';"
user_1,Покажи мои траты на медицина между '2024-03-01' и '2024-02-28',"SELECT * FROM transactions
WHERE user_id = 'user_1' AND type = 'expense' AND category = 'медицина' AND date BETWEEN '2024-03-01' AND '2024-02-28';"
